Provider_ID,Date_Create,Time_Create,Reviewer,Subject,Casenote,Seq_No,Source,Updt_time_stamp,
"000000001","3/23/2009","2:25:02 PM","CSUNDELL","Correspondence","Mailed confirmation letter to Executive Director and copied Program MAnager.","24853","","4/27/2009 2:25:36 PM",
"000000001","4/22/2009","2:25:37 PM","CSUNDELL","Meeting","Had review today and all areas of administration were in full compliance.  Discussed some other areas of concern regarding waitlists and service delay, but all review information is in place.  Discussed IMDN coordinator as a resource for justification forms.

File reviews went very well.  There were only 11 violations and 3 were for 2 day contact (which was actually 3 days).  When reviewing report with Dee Dee she realized one of the 2 day violations was a weekend and therefore that was compliant.  Dee Dee checked the rest of the violations and had no issues.  SHe signed the report and we discussed a CAP.  Told Dee Dee the report would go out in the mail with the corrections and a CAP guidelines form.","24855","","4/27/2009 2:40:22 PM",
"000000001","4/27/2009","2:39:33 PM","CSUNDELL","Correspondence","Mailed letter with report and CAP guidelines.  Will mail copy of survey.","24854","","4/27/2009 2:40:09 PM",
"000000001","5/22/2009","12:16:17 PM","CSUNDELL","Correspondence","Received CAP and atachments","25896","","6/4/2009 12:16:36 PM",
"000000001","6/4/2009","12:16:37 PM","CSUNDELL","Correspondence","Just mailed out CAP approval letter and another copy of the provider satisfaction surevy.  Case will be copied for DHS and closed.","25897","","6/4/2009 12:17:19 PM",
"000000001","4/5/2010","3:27:41 PM","CSUNDELL","Correspondence","Called Dee Dee to schedule the visit for May 6, 2010.  Scheduling letter will be mailed out the following day.","36338","","5/7/2010 3:28:45 PM",
"000000001","5/6/2010","10:09:45 AM","CSUNDELL","Meeting","Conducted CFC review and found very few areas of non-compliance.  All findings were reviewed with the manager and she checked all files.  Corrections were made to report for two findings.  Manager signed the report and a copy was left, along with the CAP guidlines and a survey.  Discussed the pilot project CFC 1 is heading  and how the proceess impact s the day to day operation with the DHS policies.  I encouraged Dee Dee, the manager to bring up these issues to DHS since that is the purpose of the pilot.","37563","","7/1/2010 10:22:01 AM",
"000000001","5/13/2010","2:44:04 PM","CSUNDELL","Correspondence","test","36468","","5/13/2010 2:44:47 PM",
"000000001","6/7/2010","10:22:02 AM","CSUNDELL","Correspondence","Received CAP. but after review I felt that there should have been a copy of the quality assurance document that was referred to throughout the CAP.  The CAP was very general, however most violations were in one file and pertained to a  service coordinator that is no longer with the CFC.  E-mailed Dee  Dee to request a copy of the form to attach o the CAP.","37564","","7/1/2010 10:23:57 AM",
"000000001","6/11/2010","10:23:57 AM","CSUNDELL","Correspondence","Did not hear from Dee Dee so I called the CFC and found out she was on vacation until the 21st.  Tried to tallk to the lead, but the person I spoke with was unaware of the form and she informed me she was the new social emotioal specialist.  Will wait for Dee Dee to return.","37565","","7/1/2010 10:25:26 AM",
"000000001","6/23/2010","10:25:26 AM","CSUNDELL","Correspondence","Received the QA document and reviewed.  It is a very thorough and therefore I am going to approve the CAP.  The letter will be sent out and case will be closed.","37566","","7/1/2010 10:27:28 AM",
"000000001","11/9/2010","8:22:16 AM","CSUNDELL","Correspondence","Called to discuss the six month forllow up letter, but the program manager is on vacation.  Will call back next week.","40432","","11/17/2010 10:54:24 AM",
"000000001","11/16/2010","10:54:25 AM","CSUNDELL","","Called and Dee Dee is still on vacation until the 18th, so I left  her a detailed message reagrding the process for this CAP follow up and to call me when she returns.  I mailed the letter so that it can be reviewed upon her return from vacation on the 18th.","40433","","11/17/2010 10:56:19 AM",
"000000001","4/27/2011","10:16:29 AM","CSUNDELL","Complaint","Called and spoke with the Program Manager to schedule the Compliance Verification Visit.  Dee Dee had no problems with the date, May 24 and 25.  We discussed when the names will be sent and I told her I would be checking with DHS to get a draft of the tool sent out.  42 closed files are scheduled to be reviewed.","48475","","5/16/2011 3:30:27 PM",
"000000001","5/24/2011","2:15:37 PM","CSUNDELL","Meeting","Conducted CFC file reviews.  DIscussed preliminary findings with the manager and discussed that I would return the following day to complete the few remaining files and conduct the exit review.  This CFC was noted to make good use of all DHS approved letters.","48476","","6/9/2011 2:15:52 PM",
"000000001","5/25/2011","2:18:02 PM","CSUNDELL","Meeting","Completed review and conducted exit meeting with Dee Dee the CFC Program Manager.  There were no specific findings and during the exit and Dee Dee did not have any questions.  The review information was signed and I let Dee Dee know that I would send a letter with a CAP due date.  We did discuss how to address the area of services not delivered in a timely manner and I told Dee Dee I would follow up with DHS and share that feedabck with her.","48477","","6/9/2011 2:18:17 PM",
"000000001","5/31/2011","2:18:41 PM","CSUNDELL","Correspondence","Just sent the CAP due letter to CFC 1 due to being out of the office.  CAP uis due to the office by June 24, 2011.","48478","","6/9/2011 2:18:54 PM",
"000000001","6/8/2011","2:19:13 PM","CSUNDELL","Correspondence","Received a call from Dee Dee and called her back.  She had questions regarding provider monitoring.  I provided Dee Dee with an overview of what a provider review entails and let her know she could review the provider review tool on-line to get a better idea.  Her question is a result of a situation at her CFC, in which a provider stopped seeing the child, but did not inform the service coordinator.  Also encouraged her to call back if she has any more questions after she reviews the document.","48479","","6/9/2011 2:19:28 PM",
"000000001","6/27/2011","10:34:04 AM","ASTUCKEY","Correspondence","Received CAP, but all incompletes were not addressed asked Charlotte if incompletes need to be addressed she said she will find out and get back to Dee Dee about that.","49615","","8/5/2011 10:35:12 AM",
"000000001","7/11/2011","10:35:41 AM","ASTUCKEY","Correspondence","Received CAP addressing all violations.  Asked Charlotte about some of the ways that things were addressed in the CAP and she stated that it was acceptable.","49616","","8/5/2011 10:36:55 AM",
"000000001","7/14/2011","10:36:56 AM","ASTUCKEY","Correspondence","Sent CAP approval letter.","49617","","8/5/2011 10:37:15 AM",
"000000001","8/5/2011","10:37:17 AM","ASTUCKEY","Correspondence","Scanned file for DHS.","49618","","8/5/2011 10:37:32 AM",
"000000001","1/13/2012","4:11:14 PM","CMCANENE","Correspondence","Called Dee Dee Lowery, Program Manager, to discuss the upcomingt Focused Monitoring visit.  Provided Dee Dee with an overview and I emailed her the tool and an summary of the process.  Also webmailed her the files for review.  We agreed that Dee Dee will follow up to discuss questions and scheduling dates of the visit.","56097","","1/13/2012 4:32:05 PM",
"000000001","3/12/2012","10:18:30 AM","CMCANENE","Meeting","Began Focused Verifiaction review process.  FIle review and verification was conducted this day.  Review will be continued the following day.","59530","","6/19/2012 10:20:24 AM",
"000000001","3/20/2012","10:20:27 AM","CMCANENE","Meeting","File Verification was completed today along with Service Cooridnator Interviews and the Program Manager Interview with Dee Dee Lowery.  The file reviews completed by Service Coordinators contained good deatils and clear information about the cases.  The information shared via the interview with Dee Dee seemed to support what was found in the file reviews.  In many files it was observed that families are receiving services in non-natural environments and the justifications indicated that non-natural enviornments were utilzed so families would not be waiting for services.  This  practice was clearly descibed by Dee Dee, and that she and her CFC agreed that they would provide non-natural environment services instead of placing children on a wait list. Dee Dee mentioned that this information had been shared with Janet Gully, EI Bureau Chief, in the past.","59531","","6/19/2012 10:26:47 AM",
"000000001","5/17/2012","2:43:21 PM","VOHALLOR","Correspondence","I called Dee Dee and left a voicemail regarding their upcoming review in June.  I also mailed initial contact letter containing the date and time of the review in June.","60669","","7/31/2012 2:44:33 PM",
"000000001","6/8/2012","2:44:54 PM","VOHALLOR","Correspondence","I composed the list of names for CFC 1 to pull, I tried to fax it but it would not go threw.","60670","","7/31/2012 2:45:49 PM",
"000000001","6/11/2012","2:45:50 PM","VOHALLOR","Correspondence","List of names was faxed this morning to Dee Dee","60671","","7/31/2012 2:46:31 PM",
"000000001","6/19/2012","10:26:48 AM","CMCANENE","Correspondence","During the Exit Meeting held with Dee Dee and her staff  there were several violations that Dee Dee was contesting with her monitor, Victoria O'Halloran.  Two of the issues  in question were; a physicians authorization without a child's name and a six month review that was not conducted.  During the exit Dee Dee questioned the monitor and continued to push that the six month review in question was not completed due to the famly not responsing to several attempts made by the Service Coordiantor.  The monitor gave several examples in the file where this six month could have happened but did not.  Dee Dee continued to try and find examples of the family being unavailable. After 20 minutes of back and fourth I made the decision to remove  the violation based on a two documented attempts to conduct a six month review.  This same file also had violations for changing services without a meeting and no justification to change services.  At this time, the integrity of policy and procedure was highlighted for Dee Dee and her staff that were present at the exit meeting.

I reiterated the companion document is what drives our decsion and it was explained that we work with DHS to find areas in which credit for implemeting procedures can be given and when certain federal requiremnts do not give credit when  attempts have been made.  The CFC staff continued to ask questions about exit/transition meetings that could not be completed because a family disappears or leaves the system  without notince.  At this time I explained that it is our understainding the child outcomes are now to be captured without exception. If the information is not captured than we have been  instructed to indcate this as a finding.","60351","","7/19/2012 4:39:31 PM",
"000000001","6/19/2012","2:49:26 PM","VOHALLOR","Correspondence","I updated the report and mailed Dee Dee a copy, along with the CAP directives.","60673","","7/31/2012 2:50:07 PM",
"000000001","7/2/2012","4:40:56 PM","CMCANENE","Correspondence","All focused verification infromatin was sent via web mail to Dee Dee Lowery and Chesea Guillen.  A report has been partially completed, but at this time Chelsea is unavailable to review the infromation and provide input.  At this time the report may be completed and sent to the CFC manager after the process is reviewed with the Monitoring Director, Alicia Caver.","60352","","7/19/2012 4:44:17 PM",
"000000001","7/31/2012","2:46:32 PM","VOHALLOR","Correspondence","I received CFC 1 CAP 7.18.12 via email.  I read it over and consulted with program manager (Charlotte) we both agreed that it was not as detailed as we would like it to be but it was a basic plan of action.  I mailed cap approval letter today.","60672","","7/31/2012 2:49:17 PM",
"000000001","5/8/2013","3:54:09 PM","DCORCORA","General Inquiry","Completed and faxed the list of closed files to Program Manager. Also, noted to PM that we have not received the HSPR708 report.  Program Manager called and apologized for not sending the report.
Received report via faxed. Completed the list of names and faxed to PM. Compliance tool and agenda was also faxed.","69793","","5/9/2013 3:57:56 PM",
"000000001","11/27/2013","2:32:52 PM","EMONAHAN","Correspondence","I called Dee Dee to inform her that her CAP follow-up information is due in 30 days (by December 27, 2013), but I had to leave a voice message.  I also mailed Dee Dee the letter informing her of the details about the needed materials.","74253","","11/27/2013 2:34:04 PM",
"000000001","12/26/2013","1:47:59 PM","EMONAHAN","Correspondence","I received the necessary paperwork from Dee Dee and I put it in the cfc's monitoring file.  I mailed Dee Dee the letter stating her documentation has been accepted.","76947","","3/10/2014 12:17:10 PM",
"000000001","3/31/2014","12:28:32 PM","DCORCORA","General Inquiry","Mailed and faxed compliance letter for the review date of May 7, 2014. Left message informing Program Manager of her compliance review date. Asked PM to confirm date.","78895","","4/29/2014 11:58:19 AM",
"000000001","4/24/2014","10:09:20 AM","DCORCORA","General Inquiry","Program Manager fax HSPR708 report. ","78892","","4/29/2014 10:21:10 AM",
"000000001","4/29/2014","10:21:50 AM","DCORCORA","General Inquiry","Completed the list of names. List of names faxed to PM. Compliance tool and agenda was also faxed.","78893","","4/29/2014 10:23:42 AM",
"000000001","5/12/2014","1:45:54 PM","STHOMAS","General Inquiry","Completed CFC 1 compliance review on 5/7/2014.  CFC 1 adminstrative portion is full compliance.  File review had some areas of concern: 1) there was no case note for documenting intake meeting; 2) screening form was not completely filled out; 3) one pay stub in the file;  4) eval did not show a 30% delay (PT did not complete the Results/implication section); 5) one file dr's auth was not in the file; 6) auths were not issued within 30 days of the IFSP; 7) the was not request for 6 month report; 8) no documentation of progress in section 3 of the IFSP; 9) monthly contact was missing for a few files;  and 10) consent forms were not updated at the annual

EXIT Meeting:  completed exit meeting with Dee Dee, Program Manager - monitor discussed each section of the report - Dee Dee given the opportunithy to go through files and all applicable violations removed from the report.  Corrective Action Plan due date and process discussed - program Manager agreed and report signature signed.  CAP due: 6/7/2014.    Mailed to Dee Dee amended report, CAP due cover letter and CAP directives.  ","79330","","5/15/2014 2:57:18 PM",
"000000001","6/20/2014","8:00:05 AM","STHOMAS","General Inquiry","Rec'd CFC's 1 Corrective Action Plan as scheduled via fax... Reviewed CAP. All violations were not addressed on the Corrective Action Plan. Follow-up call made to Dee Dee Lowery, Program Manager for the CFC 1and message left regarding a CAP addendum.   ","81173","","7/23/2014 8:13:11 AM",
"000000001","6/24/2014","8:03:41 AM","STHOMAS","General Inquiry","Rec'd call from Dee Dee Lowery, Program Manager to discuss Corrective Action Plan. This writer explained that Corrective Action Plan had the incorrect date and all violations were not addressed.  Dee Dee and this writer discussed the resubmission of the CAP by July 11, 2014.  ","81174","","7/23/2014 8:06:38 AM",
"000000001","7/11/2014","8:06:40 AM","STHOMAS","General Inquiry","Rec'd Revised Corrective Action Plan via fax.  Reviewed CAP and Program Manager addressed a violation that was not on her report... Contacted and spoke to Dee Dee regarding CAP.  Dee Dee stated she will correct the mistake immediately and resubmit via email- this writer agreed. ","81175","","7/23/2014 8:09:23 AM",
"000000001","7/18/2014","8:09:24 AM","STHOMAS","General Inquiry","Rec'd Revised CAP via email.. Reviewed CAP and Dee Dee addressed each area of concern accordingly.  Sent via mail to Program Manager: CAP approval letter.  6 month CAP follow-up January 2015.   Review summary completed and forwarded to DHS... CASE ClOSED. ","81176","","7/23/2014 8:11:29 AM",
"000000001","12/4/2014","9:01:48 AM","STHOMAS","General Inquiry","Six month Corrective Action Plan follow-up letter sent to Dee Dee Lowery, Program Manager of CFC 1.  Six month follow-up due - January 23, 2015. ","84045","","12/4/2014 9:02:27 AM",
"000000001","1/26/2015","11:39:21 AM","STHOMAS","General Inquiry","Six month Corrective Action Plan follow-up was due on January 23, 2015.  Our office have not received the required document at this time - this writer contacted and spoke with Dee Dee Lowery, Program Manager to discuss the submission of the CAP.  Dee Dee stated she will submit the required document in the next couple of days  by Wednesday January 28, 2015 - this writer agreed.  ","85120","","1/26/2015 11:42:12 AM",
"000000001","1/28/2015","2:30:56 PM","STHOMAS","General Inquiry","Rec'd CFC 1's 6 month CAP follow-up via email on 1/27/2015. Reviewed On-going CAP and each area of concern addressed accordingly.  Six month CAP follow-up approval letter sent via mail to Dee Dee Lowery, Program Manager.  ","85141","","1/28/2015 2:33:13 PM",
"000000002","2/20/2007","10:05:33 AM","LANDERSO","General Inquiry","I was assigned CFC #2 today.","532","","6/6/2007 10:51:52 AM",
"000000002","2/21/2007","10:06:01 AM","LANDERSO","Correspondence","I called Donna Nace @ 9:20am and explained the monitoring process.  Since she have been through this before she knows what to expect.  I told her that I will need the HSPR708 report and a list of the service coordinators w/hire date.  She said that she had something to do on March 28th but she will change it.  CFC #2 review date is scheduled for March 28, 29, 30, 2007 at 9:30am at the Waukegan CFC.  I'm sending Donna Nace and Dale Galassie the confirmation letter and the CFC review checklist.  I explained to her that she can download the tool from eitam.org.  I told her if she have any questions to please give me a call back.","533","","6/6/2007 10:51:41 AM",
"000000002","3/20/2007","10:11:16 AM","LANDERSO","Correspondence","Donna faxed over the names.   I was on a provider review.","534","","6/6/2007 10:51:28 AM",
"000000002","3/21/2007","10:24:32 AM","LANDERSO","General Inquiry","I completed the CFC files for review and I also completed the agenda.  It's ready for me to fax on the 27th of March.","535","","6/6/2007 10:51:25 AM",
"000000002","3/27/2007","10:26:12 AM","LANDERSO","Correspondence","I faxed the agenda and list of files for review to Donna @ 2:40pm.  I called Donna immediately to see if she received the documents.  She said that she will check the fax machine and if she hasn't  she will call me back.","536","","6/6/2007 10:51:18 AM",
"000000002","3/28/2007","10:28:16 AM","LANDERSO","Meeting","We arrived @ 9:40am.  I called Donna @ 8:00am and left a voicemail message explaining hat we will be late due to traffic.  I completed the entrance conference and interviews.  We started on the file review.","537","","6/6/2007 10:51:13 AM",
"000000002","3/29/2007","10:30:43 AM","LANDERSO","Meeting","We continued on the file review and we completed the exit.","538","","6/6/2007 10:51:06 AM",
"000000002","3/30/2007","10:32:25 AM","LANDERSO","Correspondence","I sent Donna a copy of the report with a copy of the signature page, CAP coverletter, and a CAP guidelines form.  I also gave Nikol the names of the 20 parents.","539","","6/6/2007 10:50:57 AM",
"000000002","4/24/2007","10:33:41 AM","LANDERSO","Correspondence","I received the CAP from Donna Nace today.","540","","6/6/2007 10:50:54 AM",
"000000002","4/27/2007","10:34:54 AM","LANDERSO","General Inquiry","I reveiwed the CAP.  The responses were found to be acceptable.  I am preparing the CAP approval letter.","541","","6/6/2007 10:50:42 AM",
"000000002","5/1/2007","10:36:35 AM","LANDERSO","Correspondence","I sent the CAP approval letter.","542","","6/6/2007 10:50:36 AM",
"000000002","6/5/2007","10:47:25 AM","LANDERSO","Correspondence","I sent Donna a new CAP approval letter and I explained that this is a new CAP approval letter and to add it to the original CAP approval letter that was sent earlier.","543","","6/6/2007 10:50:28 AM",
"000000002","6/6/2007","10:49:17 AM","LANDERSO","General Inquiry","Copied complete review packet and put it in the bin for DHS.","544","","6/6/2007 10:50:19 AM",
"000000002","2/14/2008","9:57:24 AM","LANDERSO","Correspondence","I was assigned this CFC today.","11210","","4/29/2008 9:59:16 AM",
"000000002","3/5/2008","9:59:16 AM","LANDERSO","Correspondence","I called Donna Nace and explained the monitoring process to her.  The review is scheduled for April 8th and 9th, 2008 at 9:30am.  I explained to her that I need the HSPR708 report and a list of the service coordinators with the hire date.  I sent Donna Nace and Dale Galasie a confirmation letter and a CFC review checklist.  I told her if she have any questions she can give me a call.","11211","","4/29/2008 10:04:15 AM",
"000000002","3/10/2008","10:04:20 AM","LANDERSO","General Inquiry","Donna faxed over the names today.  They were in my mailbox.","11212","","4/29/2008 10:04:56 AM",
"000000002","4/4/2008","10:05:03 AM","LANDERSO","Correspondence","I prepared the files for review and agenda and gave a copy to Shelley Thomas because I would be absent on Monday and she agreed to fax it to Donna for me.  Thank you!","11213","","4/29/2008 10:06:50 AM",
"000000002","4/7/2008","10:06:52 AM","LANDERSO","Correspondence","Shelley faxed the information for me and put the items in my mailbox.","11214","","4/29/2008 10:07:55 AM",
"000000002","4/8/2008","10:07:55 AM","LANDERSO","Meeting","We arrived at the CFC @ 10:00am.  I explained to Donna that we were late because of the traffic and now they have just started a new construction project.  She understands!  I completed the entrance conference and interviews.  We started the file review.  ","13180","","7/7/2008 12:24:54 PM",
"000000002","4/9/2008","10:09:44 AM","LANDERSO","Meeting","We continued the file review and the exit.  Their corrective action plan is due on May 8, 2008.  I gave Donna a copy of the report and CAP guidelines.  When I returned to the office I sent Donna a CAP coverletter and CAP guidelines form.  We also added all of the names on the survey form in our computers.","13181","","7/7/2008 12:24:57 PM",
"000000002","4/29/2008","10:12:37 AM","LANDERSO","Correspondence","I reprinted the report and added a violation to #11.00 in the admin section because it is now a violation.  They still have violations in the same areas as last year.","11217","","4/29/2008 10:13:56 AM",
"000000002","5/8/2008","12:17:33 PM","LANDERSO","Correspondence","I did not receive the CAP for CFC #2.  I will wait to see if it comes. ","13174","","7/7/2008 12:18:49 PM",
"000000002","5/9/2008","12:18:49 PM","LANDERSO","Correspondence","I have not received the CAP as of today.  I sent Donna a No-contact CAP letter because I have not received her CAP.  The CAP is now due on May 23, 2008.","13175","","7/7/2008 12:20:24 PM",
"000000002","5/19/2008","12:20:24 PM","LANDERSO","Correspondence","Her CAP arrived today by fax.","13176","","7/7/2008 12:20:52 PM",
"000000002","5/23/2008","12:20:52 PM","LANDERSO","Correspondence","I reviewed her CAP and there was one violation missing in the CAP.  Her addendum to the CAP is due by June 13, 2008.  I sent her an Addendum to the CAP letter.","13177","","7/7/2008 12:23:09 PM",
"000000002","6/13/2008","12:23:09 PM","LANDERSO","Correspondence","I received her Addendum to the CAP today.  ","13178","","7/7/2008 12:23:58 PM",
"000000002","6/17/2008","12:23:58 PM","LANDERSO","Correspondence","I reviewed the addendum to the CAP and it was approved.  I sent Donna a CAP approval letter.  They are complete.","13179","","7/7/2008 12:24:45 PM",
"000000002","7/7/2008","12:24:59 PM","LANDERSO","General Inquiry","I copied the files and put it in the box for DHS.","13182","","7/7/2008 12:25:24 PM",
"000000002","3/5/2009","11:27:32 AM","LANDERSO","Correspondence","I called Donna and explained the monitoring process to her.  She understands how everything works since she have been monitored plenty of times before.  I sent Donna and the Executive Director, Dale W. Galassie a confirmation letter regarding the review that will take place on April 7, 2009 and April 8, 2009.","25769","","6/16/2009 11:37:17 AM",
"000000002","4/1/2009","11:39:56 AM","LANDERSO","Correspondence","Donna faxed over the HSPR708 report.","25770","","6/16/2009 11:49:04 AM",
"000000002","4/6/2009","11:49:05 AM","LANDERSO","Correspondence","Since I was off today, Shelley faxed over the names to Donna for me.","25771","","6/16/2009 11:56:31 AM",
"000000002","4/7/2009","11:56:46 AM","LANDERSO","Correspondence","We arrived at CFC#2 at 9:15am and I conducted a conference with Donna and continued interviewing the Parent Liaison, LIC Coordinator, Service Coordinators, and Donna.  We continued with the file reviews.","25772","","6/16/2009 12:13:50 PM",
"000000002","4/8/2009","12:13:51 PM","LANDERSO","Correspondence","We continued the file review and completed exit meeting. Their corrective action plan is due on May 7, 2009.  I gave Donna a copy of the report and CAP guidelines.  When I returned to the office I sent Donna a CAP coverletter.  We added the names to the survey.    ","25773","","6/16/2009 2:08:29 PM",
"000000002","4/28/2009","1:55:30 PM","CSUNDELL","Correspondence","Tish the Assistant Program Manager called and had a few questions about procedures.  First question was about two day contact and could the contact be done by mail.  I directed Tish to Intake Procedure #1 when it states a discussion with families regarding a,b,c.  I explained that this is an opportunity for verification of requirements and discussion aboutthe program. Also informed her that this has been explored in the past and per DHS this is not a mailing.  She understood.  Few other questions regarding two day contact and what providers are required to have for their files.  ","24856","","4/28/2009 2:29:51 PM",
"000000002","4/28/2009","2:11:11 PM","LANDERSO","Correspondence","The CAP arrived today by fax.  It is due by May 7, 2009.","25774","","6/16/2009 2:11:50 PM",
"000000002","5/19/2009","2:12:18 PM","LANDERSO","Correspondence","I reviewed the CAP and it was approved.  I sent her a CAP approval letter.  They are complete.","25775","","6/16/2009 2:13:19 PM",
"000000002","6/16/2009","2:13:23 PM","LANDERSO","Correspondence","I copied the file and put it in the box for DHS.","25776","","6/16/2009 2:13:55 PM",
"000000002","2/23/2010","3:52:47 PM","LANDERSO","Correspondence","I called Donna Nace and spoke with her regarding her review.  Her review is scheduled for March 30, 2010 and March 31, 2010 at 9:30 am.  She was happy about the date because she said that they are moving in May and June and wanted the review to have been completed.  She also said that it is always a pleasure to see us.. :-)!! I sent Donna and Dale Galassie a confirmation letter.","41836","","10/15/2010 4:03:26 PM",
"000000002","3/22/2010","3:28:53 PM","LANDERSO","Correspondence","Donna called and explained to me that there is a document that needs to be signed in regards to using their network.  I said ok and that I will give it to Charlotte to look over and fax back.  Donna faxed over the Third Party Network Access Request Form.  I gave it to Charlotte.  ","36356","","5/10/2010 3:31:08 PM",
"000000002","3/24/2010","3:31:12 PM","LANDERSO","Correspondence","Charlotte faxed her back the form signed.  I also recieved the names for the CFC as well.","36357","","5/10/2010 3:32:15 PM",
"000000002","3/29/2010","3:32:44 PM","LANDERSO","Correspondence","I faxed over the names and agenda today at 3:00pm.","36358","","5/10/2010 3:33:37 PM",
"000000002","3/30/2010","3:33:40 PM","LANDERSO","Correspondence","We arrived at the CFC and the administrative portion was completed.  Everyone started on the file review.  Each individual entered three names into the survey system.","36359","","5/10/2010 3:34:57 PM",
"000000002","3/31/2010","3:34:59 PM","LANDERSO","Correspondence","The review continued and I completed the exit meeting.  They had 19 violations.  She signed the signature page.  I gave her a copy of the CAP guidelines.  Her CAP is due April 29, 2010.","36360","","5/10/2010 3:44:17 PM",
"000000002","4/20/2010","3:44:25 PM","LANDERSO","Correspondence","Donna faxed her CAP to me today. ","36361","","5/10/2010 3:47:50 PM",
"000000002","4/28/2010","3:47:51 PM","LANDERSO","Correspondence","I reviewed the CAP and it was approved. I sent Donna a CAP approval letter.  They are complete.  I will scan the file and put it in the closed file cabinet.","36362","","5/10/2010 3:50:47 PM",
"000000002","10/1/2010","4:10:16 PM","LANDERSO","Correspondence","I called Donna and left a voicemail message asking her to please give me a call back regarding her six month progress for the CAP.  I explained the process in the message.","41837","","10/15/2010 4:14:46 PM",
"000000002","10/8/2010","4:14:48 PM","LANDERSO","Correspondence","I called Donna and left a voicemail message asking her to please give me a call back.  I also asked her to give me the new address.","41838","","10/15/2010 4:15:25 PM",
"000000002","10/13/2010","4:15:27 PM","LANDERSO","Correspondence","Donna returned my telephone call and apologized because they are trying to get settled in from their move.  I sent her the 6 month letter. Her documents are due by Nov. 24th.","41946","","12/6/2010 4:44:57 PM",
"000000002","11/18/2010","4:45:02 PM","LANDERSO","Correspondence","Donna faxed over her documents to support her continuation process for implementing her information that is in her CAP.  I reviewed the documents and they were approved and very informative.","41947","","12/6/2010 4:46:15 PM",
"000000002","12/3/2010","4:46:18 PM","LANDERSO","Correspondence","I sent Donna a follow-up letter regarding the documents that she submitted.  The new address is 3010 Grand Avenue, 2nd Floor  Waukegan, IL  60085.","41948","","12/6/2010 4:47:16 PM",
"000000002","4/22/2011","10:18:35 AM","CSUNDELL","Complaint","Called Program Manager, Donna Nace to schedule her review.  When we discussed the date she asked that we move the review up 2 days since she was leaving on vacation.  Since the day was available we scheduled the review.  I explained that we are still waiting on some confirmation of files for review and when we had more information I would call her.  I spoke to Donna after I left the office, so I will generate her letter and seek approval to get a draft copy approved to send with her letter.","48121","","4/29/2011 10:20:48 AM",
"000000002","4/25/2011","10:20:48 AM","CSUNDELL","Correspondence","Generated the confirmation letter and did get approval to send out a draft copy of the the tool with the letter.  Called Donna and let he rknow that the tool was coming, and it is in draft form.  If she has any questions she may give me a call or e-mail.  had a discussion regarding when the list of files may be sent.  ","48122","","4/29/2011 10:22:55 AM",
